event_id,issue_id,issue_system_id,issue_type,new_value,old_value,priority,project_id,status
5da7284d26b42f0ee98b5622,5da7284d26b42f0ee98b5622,5da7257726b42f0ee98b3367,Improvement,0,,Major,5d9edd090da3ef03c84bcf46,timeestimate
5da7284d26b42f0ee98b5623,5da7284d26b42f0ee98b5623,5da7257726b42f0ee98b3367,Bug,0,,Major,5d9edd090da3ef03c84bcf46,timeestimate
5da7285226b42f0ee98b5660,5da7285226b42f0ee98b5660,5da7257726b42f0ee98b3367,Bug,0,,Minor,5d9edd090da3ef03c84bcf46,timeestimate
5da7285426b42f0ee98b569e,5da7285426b42f0ee98b569e,5da7257726b42f0ee98b3367,Bug,0,,Critical,5d9edd090da3ef03c84bcf46,timeestimate
5da7285b26b42f0ee98b5724,5da7285b26b42f0ee98b5724,5da7257726b42f0ee98b3367,Improvement,0,,Minor,5d9edd090da3ef03c84bcf46,timeestimate
5da7286b26b42f0ee98b581b,5da7286b26b42f0ee98b581b,5da7257726b42f0ee98b3367,Improvement,0,,Major,5d9edd090da3ef03c84bcf46,timeestimate
5db7fcc69f0337033cc1249b,5db7fcc69f0337033cc1249b,5db7f9399f0337033cc0ea71,New Feature,0,,Minor,5db7e7440da3ef03c5c29845,timeestimate
5db7fd269f0337033cc12b0a,5db7fd269f0337033cc12b0a,5db7f9399f0337033cc0ea71,Improvement,0,,Trivial,5db7e7440da3ef03c5c29845,timeestimate
5db7fd4f9f0337033cc12d6f,5db7fd4f9f0337033cc12d6f,5db7f9399f0337033cc0ea71,Improvement,0,,Minor,5db7e7440da3ef03c5c29845,timeestimate
5db7fd519f0337033cc12d8c,5db7fd519f0337033cc12d8c,5db7f9399f0337033cc0ea71,Improvement,0,,Minor,5db7e7440da3ef03c5c29845,timeestimate
5db7fd8e9f0337033cc13153,5db7fd8e9f0337033cc13153,5db7f9399f0337033cc0ea71,New Feature,0,,Trivial,5db7e7440da3ef03c5c29845,timeestimate
5db7fe8b9f0337033cc142ae,5db7fe8b9f0337033cc142ae,5db7f9399f0337033cc0ea71,Sub-task,0,,Minor,5db7e7440da3ef03c5c29845,timeestimate
5db7ff669f0337033cc15154,5db7ff669f0337033cc15154,5db7f9399f0337033cc0ea71,Improvement,0,,Trivial,5db7e7440da3ef03c5c29845,timeestimate
5db7ffc79f0337033cc15683,5db7ffc79f0337033cc15683,5db7f9399f0337033cc0ea71,Bug,,7200,Major,5db7e7440da3ef03c5c29845,timeestimate
